comment,score
外形外观：做为千元机来说，外形不输几千元的手机外形，拿在手里也有分量，很有质感。拍照效果：拍照效果挺不错的，很清晰，人像效果有大光圈效果，拍出的感觉很好。待机时间：待机时间有待使用，看电池容量应该还是可以的。其他特色：这款手机是单卡的，还是原来安卓手机的充电口，应该是不支持快充，不过给老人用足够了，在家玩手机，大内存，不卡顿，信号好就可以了！整体还是非常满意的。其他性能还有待使用！,5
美观，精致，给孩子学习用的，孩子们很喜欢，买来，就用上了，京东服务很好，给送货到家，双倍超赞，拍照效果很好，特别清晰，运行也很快，玩游戏杠杠的,5
外形外观：外观漂亮，感觉很厚重，握持感很好，全屏。拍照效果：给老人买的没有试拍照效果，应该可以吧！运行速度：运行速度没问题，足够老人使用，很实用，屏幕音效：老人最喜欢看个视频，显示和音效都没得说很好！,5
外观漂亮。屏幕清晰。音质悦耳。声音大。拍照清晰。运行速度快。待机时间长。解锁特别灵敏。拍照逼真,5
内存够强大！下了那么多软件才用了20多Gb。运行流畅。玩大游戏一点不卡顿，充电超级快。支持华为。支持国货。1000多元钱4800像素超值了,5
给妈妈买的，颜色很漂亮。妈妈很喜欢，机器也不厚重，还送了手机壳，还有内存大是主要的，妈妈喜欢拍照，录视频。看视频！原来的根本不够用，卡的不行了。这下应该够用了。5岁孩子都说这个挺好看的，这回不用卡了！哈哈哈哈,5
外形外观：外观非常漂亮，非常时尚，很年轻化，比起高中手机也相差不了多少屏幕音效：屏幕是lcd，显示效果也非常惊艳，看起来也不是太刺眼拍照效果：拍照效果还可以，晚上拍照也看的很清楚，像素也挺高的运行速度：新手机运行速度还可以，不知道后面会怎么样？待机时间：待机时间有20个小时，一天一充是没问题的，感觉学生党用是可以的其他特色：主要是性价比高，机身都是塑料的，而且还有耳机送，这个比较划算的,5
外形外观：外观很炫酷，质感不错，颜色很靓丽屏幕音效：声音清晰拍照效果：拍照像素4800清晰，色彩艳丽运行速度：挺快的，运行流畅其他特色：物流超级快，昨天下单今天就到了，屏幕大，像素高，拍照特别清楚，运行内存和手机内存够大，对于不玩游戏的我来说足够了，还带了一个手机壳，刚拿到手，还正在研究中，华为作为国内知名的大品牌值得信赖，和家人一直用华为的机子，好用,5
5月5日下单购买时显示的该手机购买数是36000多部，5月6日上午收到货，试机后非常满意，试用一天后今天进京东商城来评价，已经显示该手机购买数量是41000多部，我想，购买数量和好评度（97%）就是最好的说明吧。这款手机无论外形外观，拍照效果，手机尺寸，还有存储量及其运行速度，都很满意！已经是第N次购买华为或者荣耀系列的手机了，全家人都支持国货。京东配送服务很好，点赞！,5
外形外观：颜色好看，外形漂亮运行速度：用起来速度够快，很好用呢，屏幕音效：屏幕颜色比较正，音质棒棒哒！拍照效果：拍照清晰，值得信赖，,5
外形外观：大小合适，手机的颜色很漂亮——蓝水翡翠。屏幕音效：刚刚收到，机子整体还不错。拍照效果：拍照效果比我之前的手机像数高，照出来的效果很好，4800万A摄影，当然好啰。运行速度：运行速度，大内存6GB+128GB大内存不卡顿。待机时间：4000mAh的电池，待机时间详情写的17天，希望电池用的时间长。其他特色：6.3英寸的屏，手机的颜色太漂亮了，我很喜欢这个颜色。还有送荣耀耳机。,5
非常好看，相信华为手机，给家里老人买的性能足够用，价格也优惠，主要是看中了麒麟810，6+128价格比荣耀9x4+64的都优惠，一出这个手机我就看中了，蓝色非常漂亮老人非常喜欢，其他试用以后我在追加评论。,5
外形外观：手机非常美观，颜色非常漂亮拍照效果：拍照很清晰，买两部运行速度：反应很快，一下买了两部，回购,5
京东买东西就是快，手机己最快速度收到，我用了一天才来评论，6+128的内存，这价位来说性价比很高，但手机主要看的是性能，跟电池，结果非常满意，性能可以说玩游戏一点不开，看各种直播视频都非常好，电池也很好下电不快，总体来说这个千元机是很棒的，内存很大，像素很高，待机时间很长，值得够买拥有，小遗憾是没有买到绿色的，而且没有耳机,5
该款手机性价比极高，6GB+128GB内存，电影、音乐、游戏随心下载，Al智能节电技术，2天充一次电，电力十足，4800万Al摄影，使得照片细节更丰富，画面更明亮，6.39英寸屏，观影、游戏更沉浸，指纹+人脸解锁更轻松，华为荣耀锐科技，实力在线。蓝水翡翠外观，如流星划过夜空般闪耀。这部手机值得购买。,5
此用户未填写评价内容,5
大内存大电量，手感非常不错，拍照很清晰，屏幕亮度高，运行不卡顿，非常超值的一款手机,5
使用了3个小时，装了一些常用的应用，到手60%电量，目前51%电量，电池确实强大,5
外形外观：简洁大方   大小合适拍照效果：色亮丽  清楚 屏幕音效：屏幕大运行速度：度快  不卡 待机时间：待确认                                                                    上午10点拍下  下午就到了     很快就完成联系人导入了自带钢化膜   耳机  保护膜,5
之前没用过比品牌手机，收到后眼前一亮。单从外观上看跟几千块钱的手机根本没区别，握在手里手感也不错，机身不重，各种性能很人性化，贴心！买给老爸，他很喜欢！,5
外形外观：好看。特别好看，超亮的外观。运行速度：也超快。真好超级超级喜欢。拍照效果：拍照特别清晰感觉价格还不贵。内存足够宝妈使用。推荐,5
外观是很好看的，性价比高，试了下也很流畅哦，拍照的效果真的很完美呢，真爱荣耀，信赖荣耀，哈哈,5
在网上看到，这是新上市的手机需要提前预约就研究了一下，最后买回来了感觉配置很高，同价格的配置算是比较好的了，使用起来很流畅运行稳定拍照清楚，6.39大屏幕，超清晰4000毫安电池很给力，这款手机真是良心机卖得很好很划算。,5
外形外观：堪称完美屏幕音效：灵敏度高运行速度：系统流畅拍照效果：像素清晰待机时间：超长待机其他特色：价位低，千元机有这样的品质相当不错，是一款真真正正的国民手机，   是 真真正正学生用的起的品质手机，像素清晰，系统流畅，电池耐用，手感很好，超赞。想入手的学姐、学妹赶快入手吧！,5
荣耀Play4T 超级玩家，天生敢造，6GB+128GB大内存，4000mAh大电池，4800WAI摄影，6.39''魅眼屏，4.5mm超小孔径摄像头，屏占比突破90%。同时支持快速人脸识别+后置指纹双解锁。绿色要比黑色好看，可每个ID当时只能预订一只颜色，黑，绿各要一台。老人家用，直接简易模式 。,5
到货非常快，早上九点下单，下午两点就到了，京东速度没话说。拆机验货，屏幕很大，照相很清晰，通信音质很不错，听歌很有感觉，而且还有增送的耳机，真是划算。运行速度很快，这个价钱买到这种信价比真的很不错。买给老人家用棒棒的。,5
外形外观：摸着很有手感，霸气！拍照效果：拍照非常清楚！运行速度：很快，也很流畅，屏幕音效：声音很大，屏幕也很大，待机时间：用了一段时间，待机非常不错，其他特色： 手机屏真的很大，看着很舒服，很不错！开机后，虽然一步一步的设置，但也很开心，设置完毕后，网速很不错，非常的快，打开软件也非常的快，预留的软件也很多，用的比较全，麒麟芯片确实很不错，流畅，运行快，总的来说，非常的不错了！希望华为以后越来越好！,5
外形外观：时尚美观，手感好。屏幕音效：第一次用全屏么手机非常满意，1000块钱的手机有这样效果拍照效果：非常满意，1000块钱手机有这样效果运行速度：比我现在用的手机快很多，也很能接受这个价格待机时间：一天其他特色：这个手机是我第一次用的，全屏幕手机比较时尚,5
外形外观：非常漂亮，高端大气上档次屏幕音效：很不错的拍照效果：高清！运行速度：很快（新机当然如此）待机时间：挺长的其他特色：物流好快，昨天拍，今天就到了这个价钱本以为是裸机，但是还送了透明的保护壳，真的非常满意！,5
外形外观：颜色很特别，好看，内敛拍照效果：拍照很清晰，功能很多运行速度：打开还不错，点开软件还比较快，刚开始开机用的时间比较长其他特色：内存大，买个爸妈用还是挺不错的，设计很符合，用起来还算方便。前膜后膜都有贴，还是需要自己再买膜。,5
手机几天预约的，付完尾款隔天就收到了，迫不及待的打开，非常满意，开机体验速度很快，拍照效果很棒，这个价位买到这样的手机太值了，其它的用几天在评价吧,5
质感很好，屏幕大，画面色彩很棒。运行速度很快，玩吃鸡也不卡，新机子待电不错，玩了两把游戏才耗费了20的电量。自带软件太多，有点烦。手机有略微发热，充电的时候也是。不是快充，有点失望。还送了耳机，总体来讲，这个价位里算是性价比超高的手机了，还是很不错的。支持国货，支持华为。,5
外形外观：外观靓丽，质感好，还是动态主题，而且性价比高，给老妈买的，老妈很喜欢拍照效果：拍照清晰，运行速度：新机子运行速度很快待机时间：待机时间也长，虽然还没有玩游戏，但是整体感觉不错，,5
给我妈买的，内存大，手机不卡了，屏幕大，眼睛好看了，非常喜欢。我妈拿着用着顺手，跟她视屏也看起来非常清楚，拍照也很清楚性价比很高的一款机子。我妈用着很好。准备给我婆婆和公公一人再买一个，反正我觉得性价比很高。,5
"外形外观：时尚大气、手感舒适。屏幕音效：通话音效非常清晰，而且也很大声。拍照效果：4,800,万像素真的不是吹的，照相的效果真的是一级棒！出门旅游还需要带单反相机吗？运行速度：6G+128G的内存运行也是非常非常的快。下载一个软件十来秒就可以完成。待机时间：待机时间新机目前还是很理想的，基本上一天时间还是够用的。其他特色：面部识别、指纹解锁，拍照功能强悍、系统操作简单、性价比高、下载软件速度快。",5
外观大方美观，大屏轻薄，整体看着挺好，内存又大，相比其他手机同样的内存运行这个价钱，性价比挺高！给老人用非常好！一直用的vivo  oppo想试试华为，果然没有失望，挺灵敏！,5
屏幕大小合适，像素高，显示清晰，系统流畅，功能强大，人性化，配件齐全，外观漂亮，值得购买。全五星好评！,5
一直都是用华为，这款我是发布就预约了，外观非常漂亮，6＋128绝对够用，就喜欢大电池，对华为的系统也熟悉了，也不想换其他牌子，华为的系统简洁大方，十分流畅，无卡顿，挺好的，还送了一个原装耳机，大爱，支持国货，中华有为！！！,5
外形外观：太漂亮了，这个颜色好看屏幕音效：音质非常好运行速度：运行速度快拍照效果：非常清晰,5
外观设计漂亮，做工材质好，屏幕显示清楚，音效完美，拍照效果好，自带美颜功能，超广角拍摄，运行速度快，运行运行系统流畅，反应灵敏，待机时间长两天一充，不打游戏，颜色颜色漂亮，处理器是710a，很喜欢这款手机,5
家里买了四块华为手机了，很喜欢华为手机，这款手机价格便宜，性价比高，运行内存和储存容量较大，开机速度快，界面清晰舒适，拍照效果也很好，非常喜欢！,5
华为荣耀Play4T全网通6 GB+128GB大内存 蓝水翡翠4000mAh大电池4800万Al摄影6.3英寸魅眼屏，双卡双待，屏幕尺寸6.39英寸，机身厚度8.13mm，屏幕音效拍照效果清晰自然、运行速度非常快，待机时间长，尤其是这个人脸识别模式（给老人用的，人脸识别模式非常方便快速！）指纹识别也很灵敏！,5
外形外观：特别好看，特别喜欢，十分精巧！屏幕音效：特别好，声音音质特别棒拍照效果：很清晰，人像跟踪，很好用运行速度：较快,5
手机很漂亮，手感特别好，操作流畅，像素好，电池使用时间持久，运行速度快，拍照效果玩美。,5
给老婆换的新手机，昨天下单今天就到了，物流就是快，手机性价比高，页面流畅， 超长待机，内存大4000毫安大电池，4800万摄像，支持人脸指纹瞬间解锁，还有蓝光护眼，长时间使用手机缓解眼疲劳， 听歌，玩游戏都很流畅，很满意，现在全家都是华为手机，支持国产！,5
妈妈手机用的卡了换的，今天凌晨下单的下午五点多到了，不得不说物流真的给了，用了一下流畅度给我妈用完全没有问题，况且我妈不打游戏，完全满足的了需求，至于颜值嘛，反正我姐说很好看,5
外形外观：挺好看的 对得起这个价格哦   屏幕也够大了 屏幕音效：挺好的呢 推荐大家购买哦拍照效果：拍照还没试试哦 估计可以了 千元机吗 运行速度：挺流畅的呢 内存也够大哦 非常够用了哦待机时间：4000毫安的电池够大咯其他特色：有点意外 显示效果很好的哦 物美价廉 推荐大家购买哈,5
外形外观：外观很漂亮，亮亮的蓝绿色，比较绚丽。屏幕音效：宽大全屏设计，很时尚，音质清晰。拍照效果：拍照非常清晰，画质很棒，像素很高。拍摄效果极佳。运行速度：运行流畅，速度比较快。待机时间：电池电量充沛，正常使用一周没什么问题。其他特色：整机比较轻薄，很适合女士使用。性价比高。,5
外形外观：外观时尚大气，做工精细拍照效果：图像非常清晰完美，图像还原色彩一流，屏幕音效：屏幕触屏灵敏，手感舒适，屏幕非常清晰，看视频非常流畅。待机时间：待机非常省电，几乎看不到电量减少，充电速度也非常快，运行速度：非常快流畅，打开各种软件没有延时。,5
外形外观：手机拿着大小刚合适，手感很好！屏幕音效：音效很棒！拍照效果：很清晰！运行速度：玩游戏飞快！,5
送赠品的活动都结束了还把活动广告在上面一直显示！明显就是忽悠人了！真有点#！,5
外形外观：很好看，喜欢屏幕音效：很清晰，没有杂音拍照效果：很亮丽，颜色很正，不偏色运行速度：运行很快，网页打开瞬间待机时间：待机时间也可以其他特色：这款机，价格低，配置高，有档次，对于不是要求特别高的可以购买，支持京东，信赖京东。,5
京东物流一流，自营店东西质量杠杠的，这款机器不论是外观，还是性能都是高大上的，是非常实用的大众机，非岸喜欢。,5
京东自营物流迅速，昨天晚上下单，今天上午送到手中；6G+128G大内存，搭载麒麟710A处理器，运行快，没有卡顿现象；4000毫安电池，待机时间长，正常使用两天一充没有问题；手机外观精致，色彩艳丽，屏显大气；4800万像素，拍照效果清晰，完全满足日常照相需要；价格优惠，性价比高，满意的一次购物体验！,5
外形外观：时尚美观，手感舒服 很轻巧 屏幕音效：音量够大 屏幕画面很清晰 字体够大拍照效果：非常清晰 拍远处也不模糊 很赞 运行速度：6+128运行速度非常快 一点都不卡 简直太棒了 玩游戏也不卡 待机时间：待机时间真的好 一天都不用充电 充电也非常得快。其他特色：这个配置这个价位超值,5
刚收到货物流很给力[强]感觉很不错，手感很好，外观很漂亮，是我喜欢的蓝色，屏幕摸起来也很舒服，拍照的像素也很高，运行速度很快，打游戏没压力，4000的电池用两天应该没问题，一次不错的购物。,5
外形外观：外观特别的绚丽，特别喜欢的一款手机，，，，，屏幕音效：非常喜欢华为手机，支持华为手机，支持国产，拍照效果：性价比高，照相清晰，美颜效果特别好，运行速度：速度还是可以的，麒麟710的处理器挺好，待机时间：待机时间还不知道，才拿到手机，，，，，其他特色：颜色特别好，很喜欢的一款手机，，，，，，，，,5
外形外观：非常满意，感觉很漂亮，时尚好看运行速度：达到了要求，玩王者没有卡的感觉屏幕音效：满意，音质可以的,5
手机收到，颜色特别好看，喜欢，屏幕够清晰，给婆婆用，调到最大字体，给力，照相也特别清楚看图随意拍的，速度也非常快，老人用非常超值满意，物流也非常快。待机时间应该会很好，我一直在用mate30。,5
昨天下午下单，今天早上就收到了，给京东速度点个赞！给老人买的，屏幕够大，分辨率高，看起来很清晰，非常不错！新手机整体反应速度也很快，外观很大气，这个价位可以买到6+128G的可以说非常满意了，京东还是比较信赖的！,5
"买手机一直在华为手机和小米手机之间选择,其实千元国产手机质量都很好了，这款华为手机是今年四月才上市,可能人都有点喜新厌旧心态,看了华为手机介绍，这个手机运行内存和内存容量对于普通人玩下游戏,不停的拍照肯定能适合，虽然还没有插卡使用，但开机了画面优美,许多程序都已安装好了,等着你去用，在京东上购物让人放心省心，发货及时送货很快。",5
外形外观：外观漂亮，大气，尺寸屏幕大小正好，屏幕清晰，外观造型太棒了运行速度：行速度相当高，这等价位能买到这么好的手机，值得信赖 屏幕音效：屏幕设计优良，完好无破损。音质不错声音清亮，音效正常拍照效果：拍照效果不错，挺清晰，色泽好，像素高待机时间：待机时间没有测，因为刚收到手机，华为这款手机电池容量挺大的，应该没有多大问题其他特色：手机颜色特色，内存大，待机时间长，运行速度快，像素高，画面清晰，值得醒来,5
手机的手感很好，运行速度也很快，购买之前以为CPU是麒麟810的，到货后一看是麒麟710A，不过运行速度挺快的，反正是给孩子上网课用的，性能足够用了，总体来说非常满意，一直都在京东上买东西，京东品质值得信赖！,5
快递小哥太给力了，21号拍的，22号就到了，特别喜欢的款，一眼就看上了，等了好几天才开始预售，打开也是大爱了，性价比太高了，用着反应灵敏，拍照效果也很好，待机时间长，推荐推荐,5
屏幕很大，反应快，无卡顿，自带屏幕贴膜，还赠送耳机，千元机中算是非常不错的选择，信赖华为，支持国货,5
手机收到了，颜色是我喜欢的祖母绿，开机试用了，各项性能都不错，内存也不小，这个价钱买到真是赚到了，特别满意，推荐购买！,5
前天预约，昨天下单今天上午就收到了，直接开箱试机，手机沉甸甸的，比较上档次，这个千元价位这么大的内存简直是超值了，一直使用华为，支持国货，正好孩子上网课用，很划算，开机很顺畅，运行速度很快，这么大的内存可以拍照和拍视频了，后续使用再来评价！,5
手机挺颜色好看的，母亲节快到了，买一个给老人家，质量不错，运行很快，价格也适中，操作简单很合适，老太太也很高兴，挺满意的,5
外形外观：很漂亮屏幕音效：不噪拍照效果：超清晰运行速度：新机很快其他特色：京东下单送货就是快，给孩子买的，健康使用手机的功能，让我大大的解决孩子依赖手机的问题，太好了！待机时间：余电还有62%，收货完了开始鼓捣，听歌一小时了还有56%，初见电池使用效果还不错。手机盒里有送透明手机壳，还送了荣耀耳机，音质也不错?,5
一直在用华为，感觉华为的手机不错！对比了其他的手机，虽然华为荣耀价格相对较高，但是质量确实杠杠的！之前就一直在用华为，用了那么多年有感情，现在给父亲也换上新的机子，性价比较高，6G运行，128G存储，够用了！,5
拍照效果：很清晰，夜景也很好，值得购买！运行速度：相护老手机，速度很快，正常使用，这速度绝对可以了。外形外观：新手机，大小也适合，相机镜头也很自然！,5
外形外观：外形尺寸很大气，外观很时尚拍照效果：拍照像素高，美颜效果胶原蛋白没得说待机时间：买回来一天多了，一直没有充电，电量很足，买的时候就是电量比较大才买，现在老人家玩手机我们这代人还上瘾运行速度：用了一天视频过，速度目前没得说，赶的上高铁速度,5
外形外观：时尚简洁大气的外观深深的打动我屏幕音效：清晰的屏幕和音效满足我的影音娱乐需求拍照效果：随手一拍堪比数码相机，从此淘汰相机运行速度：速度足够快，满足日常使用，一两年不用换机子了待机时间：用的多待机短，用的少待机长，总体满意其他特色：华为手机不会令你失望，选择它就对了！,5
外观很漂亮，拍照也很好，价格也很实惠，送货也很快，质量没问题，非常好！,5
2020年上新手机，荣耀系列还是性价比很高的，在专卖店看了好几款都1500+，这款只要1200，还是全网通6Gb+128够大够用，cpu八核够快，4000毫安大电池，能用一天半，6.3寸，够大，单手操作方便，人脸识别，不要太快哦，买给婆婆，很开心，这是今年在京东买的第三部华为手机?了，每部都很棒，继续支持！,5
大爱华为荣耀手机，支持国货，从我做起！！！冲着是中芯国际生产的CPU，买来试试效果如何，主要给小孩使用。使用了两天，感觉非常不错，显示效果惊艳，外放也大声。操作起来很流畅，没有卡顿现象。照相效果也不错，足够应付日常记录生活的点滴。内存大，开好多应用都没问题。内置存储也大，不用关心没空间安装app。,5
外形外观：没得说屏幕音效：没得挑拍照效果：杠杠滴运行速度：快的很待机时间：好的很其他特色：颜色骚,5
外形外观：漂亮，背后玻璃纹路美观拍照效果：很清晰，效果挺好运行速度：速度反应都不错，前期买过这有买了两部,5
外形外观：挺美观的，颜色也很好看拍照效果：很好，清晰运行速度：挺快的待机时间：长，听说电池挺耐用，用段时间看吧？期待,5
外形外观：非常漂亮，绿色的背面，细密的纹路，还做了防滑处理拍照效果：清晰度挺好的运行速度：运行速度比想象的好待机时间：给老人买的，希望待机时间足够京东物流确实效率很高，昨天付完定金，今天一早付完尾款，下午三点就到货了???总体很满意，用一段时间再评价,5
机身尺寸合适，不至于太大，操作简单，最主要是容量够用，拍照效果也不错，黑色机身比较低调，性价比超高的一款。,5
手机外观漂亮，很有质感。试了下手机音质和拍照，效果都不错。大内存，运行速度快，待机时间久，可以刷脸和指纹，一款性价比超级高的手机！支持国产手机，价格实惠又好用，希望华为越做越好，京东越来越强大。,5
很好哦，速度快，电池容量大，字大，手势操作方便，给婆婆用正合适。,5
外观很漂亮，拍照也很好，价格也很实惠，送货也很快，质量没问题，非常好！,5
2020年上新手机，荣耀系列还是性价比很高的，在专卖店看了好几款都1500+，这款只要1200，还是全网通6Gb+128够大够用，cpu八核够快，4000毫安大电池，能用一天半，6.3寸，够大，单手操作方便，人脸识别，不要太快哦，买给婆婆，很开心，这是今年在京东买的第三部华为手机?了，每部都很棒，继续支持！,5
