comment,score
外观颜值：鞋子款式非常好看，黑白颜色看起来特别休闲。舒适度：鞋子穿起来刚好合脚，走起路来特别舒服，而且很轻，周末穿着去爬山脚一点不累。做工细节：鞋子刚收检查一下做工还是可以的，质量方面有待考证中，但愿不会让我失望的。尺码大小：尺码似乎偏大了半码，不过穿上袜子也差不多了，可能是我的脚掌不够大，不过影响。抓地效果：耐不耐磨就不知道了，防滑效果也有待考证。透气性：最满意的就是透气性特别好，穿一整天脚都不,5
ANTA鞋穿着轻巧，灵活自如，很舒服。 外观设计时尚美观，有质感，做工精细，尺码准确，透气性好，适合春秋季节。京东快递送货快，很美妙的购物体验！,5
"鞋子外观很漂亮，颜色和款式都是我喜欢的，颜值是很高的，鞋子很软，穿着很软很舒服，质量和做工也是很有讲究的，细节精致,尺码适中，鞋子的透气性很好，现在穿的很凉爽，估计夏天穿的也很舒服，不愧是俺的大品牌，值得信赖!",5
一直很信赖京东，到货之后就马上穿上是的下，很轻，透气也很好，一直没在网上买过鞋子，码数刚刚好，适合跑步爬山长途远行，感谢可可，越做越强。,5
第一次鞋子买大了一号，客服很爽快的告诉退换货方法。再次收到鞋子，大小很合适，穿着也特别舒服，不是那种瘦瘦的，也不夹脚。全黑色也很好搭裤子，不管是深色裤子，还是蓝色牛仔裤，都很搭的。这双穿着舒适，样子好看的鞋子你不来一双么，值得推荐！,5
快递送货速度挺快的，京东的快递很给力。运动鞋质量很好，透气性很好，很轻便。尺码标准，穿在脚上很合脚很舒服，感觉很好。黑色白色款，百搭的颜色，很好搭配衣服。赶上活动买的，性价比很高，很好！有需要的的建议购买！,5
外观颜值：外观没得说，一个字：帅，纯黑的外观低调的logo，好打理，外观好看，完美～舒适度：轻便，穿起来很舒服不夹脚，轻若无物。做工细节：做工优良，缝线细密。尺码大小：我一直穿的41码，刚好合适，标准码。抓地效果：抓地一般吧，毕竟是泡沫底，不打滑就很不错了。透气性：透气性不错，不闷脚不出汗。,5
外观颜值：黑色?最爱，亮泽，高大上的感觉舒适度：非常舒适，透气，软糯糯的，对足部很好的保护，具有按摩作用感觉嘻嘻?尺码大小：大小正合适，很舒服，鞋垫都不需要，也不习惯用鞋垫抓地效果：抓地效果不错，稳，不滑，骑行时感觉非常棒??透气性：非常透气，也没有异味。没有线头什么的。做工细节：做工精细，总之是非常好的一次购物体验，客户也非常耐心细致讲解。下次还会来。,5
还不错，穿着舒服，不伤脚五星好评值得购买,5
外观颜值：颜值杠杠的，很有范儿，年轻人都很喜欢舒适度：大小合适，穿着很舒服，不裹脚，号码刚好合适做工细节：做工做工非常好，细节处理的比较好透气性：嗯，透气好，走路好好，走路非常好，每天都喜欢穿，特别号，我很我很喜欢，老婆也觉得很好，爸妈,5
外观颜值：非常大方，非常完美舒适度：很舒服做工细节：非常完美尺码大小：刚刚好透气性：比较透气外形外观：完美不得了抓地效果：非常好,5
双11购买的比较便宜，一直穿安踏的鞋子，穿起来好舒服，又透气，秋冬都可以穿，京东的东西比较正品，包装也非常完美，快递又快，好喜欢这款鞋子，同事和朋友都说穿起来大方又时尚，他们都下单买了几双，便宜又好看，穿起来又很舒服，值得佣有。,5
外观颜值：简单百搭，好看。舒适度：跑步系列，上脚超轻。做工细节：精细，无异味。尺码大小：40.5，有半码，超级好。抓地效果：极好。透气性：超好。,5
外观颜值：高高高舒适度：强强?做工细节：精致尺码大小：正好抓地效果：很很很透气性：好好好,5
外观颜值：看着很舒服舒适度：穿了一下感觉还可以，属于透气型的做工细节：没有瑕疵透气效果：比较透气,5
外观颜值：真的不愧是爆款，很漂亮，很有型！超喜欢这双鞋子！舒适度：没有憋脚的感觉穿着很舒服，轻便透气！夏天穿是最舒服的啦！做工细节：不愧是大厂品牌，做工没得毛病可挑！一如既往的优秀！尺码大小：很合脚，尺码简直是量身打造的！抓地效果：防滑耐磨！透气性：很舒适，夏天穿很凉爽！,5
此用户未填写评价内容,5
透气性：鞋子很透气，不闷脚丫抓地效果：抓地效果强，不会轻易滑倒舒适度：非常舒服，鞋子的质量没的说外观颜值：外观很好看，搭配黑色裤子很好做工细节：做工很精致，尺码大小：尺码很好,5
鞋很好，样子真的很好看，穿上后大小适合，穿着很好穿着很舒服的，鞋子穿上后走路很轻，就是不知道臭不臭脚，,5
外观颜值：纯黑色适合多种场合舒适度：轻便透气，走路不会觉得发硬做工细节：很好，没看到明显瑕疵尺码大小：合适抓地效果：没问题透气性：夏天出门也不会闷热,5
外观颜值：外观时尚，很漂亮舒适度：柔软舒适，不磨脚做工细节：做工精细尺码大小：标准尺码透气性：透气性很好抓地效果：防滑,5
外观颜值：黑色很漂亮舒适度：尺码合适，软底做工细节：没有异味，做工精细尺码大小：尺码合适抓地效果：鞋底很软，穿着舒适透气性：网布面料不捂脚,5
透气性：这个鞋不仅透气，而且防雨防踢不伤脚，弹力很好。舒适度：鞋底很厚，减震抗震，穿着很舒适，走路多了也不累。做工细节：做工细节非常的完美，没有任何的臭味，感觉各个比例拿捏到位，很适中。尺码大小：标准尺码不大不小，刚合适，不用刻意的买，大买小很放心，正规厂家就是不一样。外观颜值：鞋型设计非常的漂亮，美观大方，穿起来也非常上档次，看起来就不错，大品牌就是比小品牌好很多，引领了潮流。抓地效果：鞋底防滑,5
外观颜值：简单，好看，不花哨。舒适度：很轻很软。做工细节：安踏大牌子做工还是可以的。抓地效果：不错。尺码大小：准确，标准码。透气性：很透气，夏天穿凉爽。,5
外观颜值：颜色正，买的纯黑色舒适度：舒适轻便，非常适合跑步。做工细节：细节精致，不愧是安踏，大品牌，值得信赖！尺码大小：尺码43，正好。透气性：透气性极好，不出脚汗。抓地效果：抓地稳。,5
外观颜值：不错舒适度：鞋很轻巧 穿着舒适做工细节：精细尺码大小：尺码标准抓地效果：很牢透气性：透气性很好 穿着不会脚臭,5
舒适度：很合脚，跑步运动，很舒服做工细节：优良尺码大小：准确透气性：不捂脚抓地效果：不打滑外观颜值：顺眼,5
此用户未填写评价内容,5
外观颜值：买黑色的耐脏了舒适度：穿起来还可以了，网布透气做工细节：质量杠杠的，下次还会买尺码大小：尺寸标准了，选的43码抓地效果：鞋底软硬兼施，穿着不累脚透气性：网布是比较透气的,5
非常满意，非常满意，非常满意，发货快，又便宜，穿着好舒服，有弹性，喜欢黑色的，打算在买一对备用。,5
此用户未填写评价内容,5
鞋子刚收到，外观好看美观，穿着舒服，做工精细，尺码很合适，透气性好，物流也很快，这次购物很慢满意，给商家好评，购物还是选择京东。,5
外观颜值：很好看舒适度：鞋子很舒适，鞋底柔软。做工细节：做工精细。尺码大小：尺码准确合适。抓地效果：不错。走路轻松。透气性：透气性良好。安踏的鞋子我是第一次买。穿上很舒服。虽是男鞋，但看上去一点也不粗苯，而是很秀气。鞋底软硬适度，行走轻快不累。价格也很亲民。买到手就一直在穿。感觉很满意。又给女儿买了两双不同款式的。,5
还有很好的一点，就是这个鞋子的号码有半码的。我平时买鞋总是在40和41之间犹豫。这次买的40.5码的，穿着正合适。,5
舒适度：不错，鞋底很柔软尺码大小：买的40，试穿刚刚好，标准透气性：很好，凉风嗖嗖的进抓地效果：防滑不错外观颜值：漂亮做工细节：完美,5
外观颜值：跟图片一样，无色差，很好！舒适度：试穿了一下很舒服！透气性：夏天穿透气性非常好，做工细节：精细，正品是不一样尺码大小：大小刚好，合脚抓地效果：很好，秋冬天再来一双就完美了！,5
外观颜值：很棒，简约大气的那种尺码大小：标准透气性：良好我最喜欢这种网面透气的鞋了，鞋子收到就迫不及待的打开了，真的挺不错的，有种很高档的感觉，卖家还送了一双安踏的袜子，太赞了，鞋子的尺码刚刚好，穿着还挺舒服的，反正我感觉买的值了,5
京东产品值得信赖，快递很快，鞋子外观非常漂亮时尚，穿起来柔软舒适，很轻，做工很细节，透气性也特别好，以后会一直关注！,5
尺码大小：43码，尺寸刚好舒适度：特别合脚，鞋子很轻做工细节：做工很不错的外观颜值：黑白色一直很百搭总体而言，这鞋子穿脚上真的好看。,5
透气效果：很好，网面通气减震效果：大厚底高弹性抓地效果：不会打滑尺码大小：正码,5
舒适度： 穿上去很轻便。尺码大小：尺寸大小也挺好。透气性：透气性情况很好。抓地效果：防滑效果还不错。做工细节： 做工方面还是很细致的。外观颜值：外观看上去跟图片描述的很相符。,5
物流的超快，鞋子试穿很舒服又轻便，鞋底防滑，透气性很好，而且质量很好！跟在实体店买的一模一样，鞋码合适，价格实惠，值得购买，给店家五星好评。,5
外观颜值：很完美，至少买过一次舒适度：非常轻，鞋底很软尺码大小：偏大一码透气性：非常透气侧边带网抓地效果：地力很强，跑步使用效果超预期！,5
今天收到宝贝了，外观漂亮是我想要的那种，穿上鞋子试了试，尺码头小整合适，穿着很舒服，走几步试试鞋子很轻不打滑，不愧是名牌产品，点个赞，给五星,5
一直信赖京东上的物品，鞋子外观非常漂亮，是我喜欢的款市，穿着非常舒适，做工非常精细，透气性良好，尺寸正好。,5
外观颜值：上班穿很合适，舒适不风骚透气性：很轻便透气尺码大小：尺码很标准，245大小上脚很舒服做工细节：鞋底弹性好，贴缝紧密关键是性价比超高，还送双袜子，好评！,5
鞋子收到，质量挺好的，是正品，没问题！！鞋子超轻，穿着非常轻巧，透气性也挺好！总之是一双值得入手的鞋子！想买的，赶紧趁活动拍吧！,5
外观颜值：很好看舒适度：挺舒服的，挺轻做工细节：不错，质量很好。尺码大小：大小合适。抓地效果：不错。透气性：蛮透气的。,5
鞋子质量真心不错，中规中矩，很舒服，跑步感觉应该很棒。另外，鞋号不大不小，正合适，平常都是42码，这次也是42，合脚。满意的一次购物。,5
外观颜值：很合脚，没有色舒适度：轻巧舒适做工细节：精细尺码大小：刚刚好抓地效果：防滑透气性：透气性特好,5
尺码大小：40，鞋子很合脚，之前一直都穿40的鞋，这双鞋子的码很标准外观颜值：全黑，本来不想买这个颜色，但是工作需要穿全黑的鞋子，不过穿在脚上感觉很好舒适度：舒适，完美，做工细节：做工精良，皮子和网制完美结合，,5
上脚特别好看，穿上也很舒服，做工好评，尺码大小也合适，比较透气，喜欢的伙伴可以购买哦！,5
活动时买的一双鞋，价格很优惠，送给父亲的生日礼物，物流很给力，正好生日当天收到，父亲喜欢跑马拉松，穿着很清凉，夏季穿着很透气，跑马拉松非常费鞋，一直买安踏家的鞋，价格很优惠，质量很好，穿着舒服，以后还会回购，良心商家，一如既往好评,5
感觉的出用料很用心，做工也很不错。真的是经典，高度对我来说我刚刚好 是我想要的嘿嘿这阵子出门都是穿这双鞋子 好看又舒适皮质也蛮舒服的～脚也没磨泡～舒服～我身边的朋友和闺蜜都买他家的鞋子了挺修饰脚型的，不会挤脚。确实不错！很满意，鞋码非常合适，穿在脚上也很舒服,5
外观颜值：外观大气，颜值担当！舒适度：穿了一天很舒服，很满意！做工细节：材质不错，细节设计合理，穿着很舒服！尺码大小：尺寸大小标准！很合脚！抓地效果：防滑抓地效果不错！满意的一次购物体验！活动期间买的，优惠力度可以，希望商家再次加大活动力度，会给推荐朋友购买！,5
外观很漂亮，穿着也很舒服，做工精细尺寸标准，非常凉快,5
鞋子非常不错，外观颜值高，穿着很舒服，做工很精细，尺码也很标准，值得购买,5
刚收到，上脚感觉很不错，鞋子挺轻做工不错，看了细节，满意鞋码很标准，我买的40码，送了双袜子外观颜值：喜欢这个外观才买的透气性：透气，夏天穿也没问题,5
舒适度：买了很多东西 都非常满意 很好的卖家 我会常来的 折扣卡可以升到顶级了吧不错 面料很薄 春夏交替季节穿合适 。款式也很好，卖家描述的图片和实物基本上没有什么差异。物流公司的态度比较想象中要快太多，早上下单 没想到第二天下午就收到快递小哥哥的电话了、以后还需继续关注！店长人还不错！好评 好评！,5
外观很喜欢，穿着舒适，价格实惠，做工精细，平时皮鞋的尺码加大了一码，有点偏大，还算合适，非常满意！,5
外观颜值：还不错舒适度：穿起来很舒服，轻薄做工细节：还可以尺码大小：刚刚好透气性：不错物流很快，整体还不错！,5
外观非常漂亮，穿着也舒服，做工精细，尺码大小合适，透气性好。还赠送了袜子。,5
外观颜值：：颜色搭配很合适，黑面黑底合适大部分人，特别是中老年人的喜爱的。舒适度：底轻鞋屋宽，舒适。做工细节：车缝工过得去。尺码大小：精准。透气性：网皮相合，透气性強。外形外观：美观大方，实用。减震效果：底轻，有弹力，很合适路面运动。,5
外观颜值：穿上很有范儿，很好看舒适度：穿上很舒适，脚不会挤尺码大小：尺码刚刚好，很标准透气性：透气舒适，走路都能感觉有少许风抓地效果：防滑，走路轻盈不累脚。,5
穿上试了下，整体还不错，这个感觉比正常码大一些，穿着舒服，很轻便，先好评了。,5
外观颜值：黑白搭配时尚大气舒适度：柔软舒服很养脚做工细节：精细美观尺码大小：标准透气性：非常好，穿在脚上非常舒服抓地效果：好不易打滑,5
外观颜值：漂亮舒适度：很好做工细节：黑底胶水明显尺码大小：合适抓地效果：良好透气性：完美一直穿安踏的，质量是放心的。黑鞋配黑袜，黑底好搭理，一双穿四季。,5
外观颜值：外观看起来还是不错。舒适度：穿上很舒适，很软尺码大小：买的尺码刚刚好抓地效果：穿着跑步效果很好透气性：网状很透气做工细节：这个价位的做工算不错了,5
快递很快就收到了，不错。穿了几天，才来评价。以前买过2双安踏的鞋，轻便，穿着舒服，很适合运动，休闲时穿着也不错。这次是在特价时买的 ，鞋子很便宜，穿着舒服，鞋子的宽度很适合脚相对大一些的人了。下次还买安踏的鞋。,5
外观颜值：很好，是自己的喜欢舒适度：轻便合脚，非常舒适做工细节：感觉不错，细腻尺码大小：大小合适抓地效果：不打滑透气性：透气性好，不臭脚外形外观：是自己喜欢类型尺码大小：42.5减震效果：非常好透气效果：感觉在呼吸包裹性：不错其他特色：颜色搭配很好,5
外观颜值：黑的一塌糊涂；抓地效果：泡沫底，不是橡胶底，防滑效果一般，轻盈；外形外观：颜值控首选；尺码大小：尺码很准，很舒服；透气效果：皮革与网纱相结合，牢固与透气兼顾。,5
外观颜值：色很喜欢 舒适度：舒适度还不错鞋底很舒服尺码大小：大小合适抓地效果：穿上实验了一下抓地力很好不打滑透气性：买的网面透气不必多说,5
鞋子非常好，很轻，现在的天气，穿起来刚好，不冷也不热，很舒服，大赞！,5
非常霸气的鞋！非常喜欢????开始选错码了都发物流了。客服一样服务态度很好。必须点赞??支持安踏,5
外观颜值：非常好，很喜欢。舒适度：试了下，很舒适。做工细节：不错。尺码大小：平时穿41的正装鞋子，运动鞋大一码正好。,5
收到鞋子了，就赶紧试了一下，非常合适，价格挺实惠的，一直穿安踏，质量很好，感谢商家送的赠品，五星好评。,5
外观颜值：漂亮舒服舒适度：不错非常舒适做工细节：细节到没毛病抓地效果：非常强减震效果：很舒服透气性：也非常透气透气效果：不错尺码大小：正合适外形外观：外形没的说，外观是真的好包裹性：包裹的非常完美,5
舒适度：很合脚，没有夹的感觉！做工细节：质量很好，细节处理不错！透气性：很透气，穿着不焐脚，还送袜子！?,5
穿着舒服，很轻，很运动，而且凉快不焐脚！,5
外观颜值：棒棒的，原来有双白底的，穿几天后特别显得脏，所以这次选了双黑底的鞋，显脏的问题应该解决了。舒适度：很舒服，适合春秋穿着，冬天气温太低时会有点冷。做工细节：做工精细，质量可靠，原来一双穿了两年多还很好，又舍不得丢掉。尺码大小：大小很合适，好像是量身定做的透气性：网面，很透气，很舒服。抓地效果：波浪底，防滑。,5
做工不错，总的来说很满意，给家里父亲买的，40.5不大不小，春天夏天都可以穿，透气舒适，黑色也很大气。,5
鞋子物流很快！收到后试穿了几天才来评价的，鞋子很轻便，做工也很不错，尺码合适，也不打脚！性价比很高！推荐购买！,5
买来当工作鞋穿，透气性很好，底子很舒服，走路很轻便。最重要的是买了三双优惠力度很大。,5
外观颜值：好看，简单帅气。舒适度：贴合脚形。透气性：很透气。尺码大小：尺码准确，大小刚好。,5
外观颜值：挺好看的，看着非常的不错。舒适度：穿着很舒服，大小正好合适。做工细节：细节方面做的还算可以吧，毕竟价格在那摆着了。尺码大小：大小正好，穿着很合适。抓地效果：抓的小伙很好，一点都不滑。透气性：透气效果还不错。主要是还赠送了两双袜子。袜子穿着很不错很舒服。,5
非常的轻便，跑步就像踩空气一样，不愧是跑鞋，比胶鞋轻多了。还送了祙子，很好很好！,5
外观颜值：好的很舒适度：轻便，舒服做工细节：很好尺码大小：合适抓地效果：不错透气性：还行外形外观：漂亮减震效果：还可以,5
鞋子很轻，穿起来很舒服，质量不错。第一次买这个品牌的鞋子。不比大品牌差，夏天很适合。,5
外观颜值：红色很亮。配合运动装很好看做工细节：没有溢胶，外观不错舒适度：很轻很软，跑步穿不错尺码大小：正好不大不小,5
安踏鞋子很轻巧， 穿起来很舒服的 透气性也很好 价格很实惠 ，以前总是在专卖店购买 但是价格很贵 都是原价，这次秒杀比在专卖店价格便宜很多！！！这钱花的很值得，，，大小刚好合适 非常满意的一次网上购物！！,5
宝贝收到了，快递速度很快，包装完好无损，配送服务态度很好！尺码大小：标准、合适舒适度：很好透气性：很好做工细节：很满意很好的一次购物体验！！！,5
外观颜值：非常好看舒适度：舒适做工细节：做工好尺码大小：尺码合适抓地效果：好透气性：透气舒适,5
好，很好，非常好，好的不得了，让我语无伦次，冬天穿很舒服，透气性很好，非常满意，这辈子穿过最满意的鞋,5
货很快收到了，物流赞一个。鞋子穿脚上感觉很轻块，透气性也很好颜值杠杠的，走起路来感觉很舒服鞋底很软。推荐朋友们购买。,5
外观颜值：挺好看的，看着非常的不错。舒适度：穿着很舒服，大小正好合适。做工细节：细节方面做的还算可以吧，毕竟价格在那摆着了。尺码大小：大小正好，穿着很合适。抓地效果：抓的小伙很好，一点都不滑。透气性：透气效果还不错。主要是还赠送了两双袜子。袜子穿着很不错很舒服。,5
非常的轻便，跑步就像踩空气一样，不愧是跑鞋，比胶鞋轻多了。还送了祙子，很好很好！,5
外观颜值：好的很舒适度：轻便，舒服做工细节：很好尺码大小：合适抓地效果：不错透气性：还行外形外观：漂亮减震效果：还可以,5
鞋子很轻，穿起来很舒服，质量不错。第一次买这个品牌的鞋子。不比大品牌差，夏天很适合。,5
外观颜值：红色很亮。配合运动装很好看做工细节：没有溢胶，外观不错舒适度：很轻很软，跑步穿不错尺码大小：正好不大不小,5
安踏鞋子很轻巧， 穿起来很舒服的 透气性也很好 价格很实惠 ，以前总是在专卖店购买 但是价格很贵 都是原价，这次秒杀比在专卖店价格便宜很多！！！这钱花的很值得，，，大小刚好合适 非常满意的一次网上购物！！,5
宝贝收到了，快递速度很快，包装完好无损，配送服务态度很好！尺码大小：标准、合适舒适度：很好透气性：很好做工细节：很满意很好的一次购物体验！！！,5
外观颜值：非常好看舒适度：舒适做工细节：做工好尺码大小：尺码合适抓地效果：好透气性：透气舒适,5
好，很好，非常好，好的不得了，让我语无伦次，冬天穿很舒服，透气性很好，非常满意，这辈子穿过最满意的鞋,5
货很快收到了，物流赞一个。鞋子穿脚上感觉很轻块，透气性也很好颜值杠杠的，走起路来感觉很舒服鞋底很软。推荐朋友们购买。,5
确实不错，看着大气，穿着舒服，很轻，价格也实惠，性价比高。整体评价很好很棒！！,5
舒适度：非常舒适。尺码大小：标准码数。透气性：很不错。做工细节：很好外观颜值：各花入各眼，我觉得不错！,5
外观颜值：很好 穿上很不错舒适度：很轻 走路舒服尺码大小：正好 舒适透气性：还不错外形外观：好看大气,5
很好，大小刚好合脚，再穿双袜子也是刚好。外观非常符合现在年轻人的审美观。穿上轻便舒适，走路感觉健步如飞,5
大品牌值得信赖！已多次购买了！鞋穿着舒服！而且还特别轻，走路长了不觉得累。很值得大家购买！,5
物流快捷，服务周到！,5
外观颜值：耐看舒适度：轻便，柔软做工细节：可以尺码大小：标准码透气性：很好抓地效果：一般,5
外观颜值：外观很好，穿上很舒服，做工也很好，尺码正，现在穿可以，透气的，总之好评！,5
鞋子大小刚好，颜色样式与图片一致，很好的鞋子，穿着十分舒服。,5
外观颜值：款式很好看舒适度：很轻，很舒适做工细节：做工精致，下次再来买透气性：透气性很好,5
外观颜值：可以舒适度：柔软做工细节：不错尺码大小：合适抓地效果：适中透气性：非常好整体不错值得购买，。,5
外观颜值：漂亮舒适度：穿着很舒服做工细节：细致尺码大小：合适抓地效果：很好透气性：不错,5
物流很快，鞋子很漂亮，试了下，穿上很轻便，很舒服，还送了袜子，好评,5
10月1日下单的鞋子很快就收到了，活动价购买的，下单之前咨询了售前客服茉莉，态度很好，平常穿40的皮鞋，这次选41的运动鞋，大小合适，款式也是新款，由于是国庆搞活动，鞋子价格也是很优惠划算的了，店家还赠送了质量不错的两双袜子。网面的南方现在穿也正好合适。如果是北方就要选厚网面的款式了。选款式时如果喜欢宽松鞋，就要比皮鞋大一号或半号，运动鞋的话和平常选的一个号码就可以了。穿在脚上感觉透气性很好。外观,5
鞋子穿了一个星期了，比较舒服。透气性还好，不咯脚。南方秋季穿正好。评价晒图后店家有优惠活动。就是鞋底是白色的不太耐脏。下次购买时选一双黑色鞋底的。建议选鞋码时比平常穿的皮鞋大一号或半好，这样跑步时比较舒服。,5
外观颜值：很好舒适度：不错做工细节：精细尺码大小：偏大抓地效果：防滑性一般透气性：透气外形外观：偏肥,5
这鞋很不错，外观看起来很不错，码数刚好，小孩说穿起来很舒服，减震和透气性、包裹性都很好！,5
货刚收到，我是春夏秋冬都穿这个品牌的鞋，因为它是一款值得信赖的品牌???外观颜值：杠杠滴舒适度：穿着特别舒服做工细节：精致尺码大小：很合适透气性：很好抓地效果：很好,5
外观颜值：颜王舒适度：合适抓地效果：很好做工细节：棒极了透气性：好,5
刚收到货，穿的合适，显脚瘦，而且鞋底很软有弹性，穿的很舒服！满意,5
鞋子质量挺好的，外观颜值：挺好舒适度：可以做工细节：做工细致尺码大小：刚好抓地效果：很好透气性：很不错,5
外观颜值：值 很高，看着很有质感。做工细节：细节处理的很好，很细致。尺码大小：尺码比较正，大小正合适，穿着舒服，透气性：透气性好，不闷脚，值得购买！其他特色：卖家态度很好，物流快，这次购物很满意！,5
外观颜值：鞋子外观好看，穿起来轻巧舒适，超轻底，鞋码按照平时穿的买就刚刚好！包装也很好！,5
鞋子收到了，包装很好！鞋码按照平时穿的码买刚刚好，穿起来轻巧舒适！物流也很快！,5
非常满意的一次网购，鞋子做工质量很好，很软，很轻，穿着非常舒服,5
外观颜值：颜值最高性价比最高舒适度：很有弹性做工细节：细节到位抓地效果：不怕滑倒了尺码大小：穿着很舒服,5
外观颜值：很好看舒适度：很轻巧尺码大小：大小也正合适透气性：是薄款的、春秋穿正合适一百多块钱买这个质量不错了，而且快递也快,5
买了十天就便宜了，还说不给找差价，赖我都~了，那不是你当时让写好评才返现的嘛！什么鬼。太垃圾了！鞋还没上脚，看来京东也不靠谱啊！,5
舒适度：很舒服做工细节：做工精细外观颜值：美观抓地效果：防滑很好透气性：好尺码大小：正好,5
鞋子收到，物流很快，透气性不错，很轻便，样子中庸的可爱，很适合本人，大气，简约，休闲散步都可以，。鞋底如果在舒适些就更棒了，物有所值的一款鞋子,5
外观颜值：外观简约时尚，百搭，青春阳光，鞋底弧度贴合脚部行走时的位置，表面不会有折痕舒适度：穿着舒适，透气性非常好，轻便有弹性，贴合脚掌，缓冲减震尺码大小：码数刚刚好，不大不小，按照国际标准码数做工细节：鞋底采用缓冲减震橡胶底，鞋身表面采用蜂窝散热面料，透气舒适防脚臭，抓地性好防滑，并且鞋舌是固定式设计，防止穿戴过程中鞋舌偏位，鞋带很长不怕绑不了蝴蝶结抓地效果：鞋底抓地性非常好，贴合双脚，防滑，行,5
外观颜值：级好超级好看 舒适度：非常舒适做工细节：细节彰显大国工艺尺码大小：尺寸不能太合适抓地效果：抓地效果超级好，踩下就拔不起来透气性：透气性超级好，凉风嗖嗖的，超级给力取货号给我一个机会，我会再次选择，如果只有三个字能表达我的心意，那就是～～我还买,5
给老公买的这款鞋，质量还不错，做工也可以，老公特别喜欢，穿着也特别舒服得劲，尺码也比较标准，透气性也特别好，适合一年四季穿着，外观也特别的漂亮好看，京东的送货速度也是特别的给力，直接送货上门，我在超市看了这款鞋，价格比较贵，京东购物省时省力还省钱，真心不错，值得推荐。,5
